phrase,total_mentions,review_count,review_percentage
amazing everyone,23,23,0.1
great able,23,23,0.1
safe well,23,23,0.1
tour felt,23,23,0.1
areas interest,23,23,0.1
havilland beaver,23,23,0.1
recommend tat,23,23,0.1
whales air,23,23,0.1
pilot fred,23,23,0.1
pilot fly,23,23,0.1
great alternative,23,23,0.1
island wonderful,23,23,0.1
canyon grand,23,23,0.1
one incredible,23,23,0.1
one great,23,23,0.1
thank guys,23,23,0.1
best choice,23,23,0.1
canyon day,23,23,0.1
way travel,23,21,0.09
us later,23,22,0.1
amazing flying,23,23,0.1
due high,23,22,0.1
views took,23,23,0.1
took glacier,23,23,0.1
plane first,23,23,0.1
mckinley flight,23,23,0.1
comfortable flying,23,23,0.1
flight interesting,23,23,0.1
one bucket,23,23,0.1
pilot passengers,23,23,0.1
like fly,23,22,0.1
islands maui,23,23,0.1
activity kauai,23,20,0.09
accommodating friendly,23,23,0.1
overview kauai,23,22,0.1
bush pilot,23,22,0.1
landing taking,23,23,0.1
landing takeoff,23,23,0.1
great viewing,23,23,0.1
great perspective,23,23,0.1
price great,23,22,0.1
previous day,23,23,0.1
amazing aerial,23,23,0.1
beautiful would,23,23,0.1
experience enjoyable,23,23,0.1
denali one,23,23,0.1
around maui,23,23,0.1
rescheduled us,23,23,0.1
many photos,23,23,0.1
tour whole,23,23,0.1
tour want,23,22,0.1
ride co,23,23,0.1
tour hour,23,23,0.1
fjords floatplane,23,23,0.1
close view,23,23,0.1
trip trip,23,22,0.1
trip special,23,22,0.1
pilot experience,23,23,0.1
pilot engaging,23,23,0.1
definitely recommended,23,22,0.1
professional highly,23,23,0.1
fern grotto,23,20,0.09
canyon way,23,23,0.1
movies filmed,23,23,0.1
denali np,23,23,0.1
second none,23,23,0.1
experience group,23,23,0.1
island sights,23,23,0.1
several years,23,23,0.1
day highly,23,23,0.1
wir waren,23,22,0.1
wir uns,23,20,0.09
every detail,23,23,0.1
landing got,23,23,0.1
book early,23,23,0.1
also flew,23,23,0.1
view incredible,23,23,0.1
denali spectacular,23,23,0.1
see canyonlands,23,19,0.09
time also,23,23,0.1
beautiful sites,23,23,0.1
little pricey,23,23,0.1
warm welcoming,23,23,0.1
glacier able,23,23,0.1
coupon book,23,22,0.1
great got,23,23,0.1
range denali,23,23,0.1
un pilote,23,23,0.1
pilot commentary,23,23,0.1
day island,23,22,0.1
side window,23,19,0.09
wonderful adventure,23,22,0.1
without glacier,23,23,0.1
sights saw,23,23,0.1
book online,23,22,0.1
professional personable,23,23,0.1
trip day,23,23,0.1
little town,23,22,0.1
time grand,23,23,0.1
island flying,23,23,0.1
time flew,23,23,0.1
views tour,23,23,0.1
pilots staff,23,23,0.1
pilots seat,23,23,0.1
scheduled tour,23,23,0.1
beaches waterfalls,23,23,0.1
dessus du,23,22,0.1
desk staff,23,23,0.1
helicopters get,23,23,0.1
trip able,23,23,0.1
family enjoyed,23,23,0.1
amazing knowledgeable,23,23,0.1
us going,23,23,0.1
canyon scenic,23,22,0.1
long enough,23,23,0.1
roche harbor,23,21,0.09
pointed various,23,23,0.1
however pilot,23,22,0.1
pilot billy,23,23,0.1
flying talkeetna,23,22,0.1
booked last,23,23,0.1
staff welcoming,23,23,0.1
flight without,23,23,0.1
guide took,23,23,0.1
recommend amazing,23,23,0.1
really looking,23,23,0.1
spent two,23,23,0.1
knik glacier,23,17,0.08
made ride,23,23,0.1
flight extremely,23,23,0.1
flight enjoyed,23,23,0.1
glacier even,23,23,0.1
flight end,23,23,0.1
time time,23,23,0.1
five star,23,23,0.1
anyone would,23,23,0.1
trip went,23,23,0.1
pilot absolutely,23,23,0.1
special trip,23,23,0.1
day staff,23,23,0.1
day saw,23,23,0.1
engine noise,23,23,0.1
fabulous way,23,23,0.1
tip pilot,23,23,0.1
voyager tour,23,22,0.1
glacier spectacular,23,23,0.1
visiting talkeetna,23,23,0.1
nice professional,23,23,0.1
glacier breathtaking,23,23,0.1
glacier absolutely,23,23,0.1
pick hotel,23,23,0.1
11 year,23,23,0.1
fly back,22,22,0.1
smooth safe,22,22,0.1
knows island,22,22,0.1
ground pilot,22,22,0.1
miss tour,22,20,0.09
cloudy rainy,22,22,0.1
would worth,22,22,0.1
fantastic amazing,22,22,0.1
truly wonderful,22,22,0.1
would liked,22,22,0.1
would nice,22,21,0.09
seat flight,22,22,0.1
glacier trip,22,22,0.1
airport flight,22,22,0.1
glacier snow,22,22,0.1
des fluges,22,18,0.08
pilots friendly,22,22,0.1
helpful accommodating,22,22,0.1
introduced pilot,22,22,0.1
experience possible,22,22,0.1
canyon see,22,22,0.1
helpful professional,22,22,0.1
todo el,22,21,0.09
took 30,22,22,0.1
lot area,22,22,0.1
eric knowledgeable,22,22,0.1
time weather,22,22,0.1
alaska one,22,22,0.1
experience son,22,21,0.09
time definitely,22,22,0.1
beautiful pictures,22,22,0.1
island first,22,22,0.1
especially since,22,22,0.1
island beauty,22,22,0.1
mountains glacier,22,22,0.1
island seen,22,22,0.1
professionally run,22,22,0.1
helicopter boat,22,21,0.09
lot research,22,22,0.1
attention detail,22,21,0.09
making reservation,22,21,0.09
many different,22,22,0.1
rest lives,22,22,0.1
great memory,22,22,0.1
felt little,22,22,0.1
see area,22,21,0.09
get feel,22,22,0.1
thanks amazing,22,22,0.1
thanks wonderful,22,22,0.1
cruise port,22,22,0.1
air much,22,22,0.1
amazing service,22,22,0.1
mountain tops,22,22,0.1
may want,22,22,0.1
views outstanding,22,22,0.1
saw whole,22,22,0.1
bad seat,22,22,0.1
took lot,22,22,0.1
views seen,22,22,0.1
air must,22,22,0.1
thank wings,22,22,0.1
one first,22,22,0.1
get know,22,22,0.1
island wings,22,22,0.1
amazing fantastic,22,22,0.1
us plenty,22,22,0.1
us safely,22,22,0.1
ride views,22,22,0.1
enjoyed air,22,21,0.09
top experience,22,22,0.1
saw parts,22,22,0.1
capable pilot,22,22,0.1
experience take,22,22,0.1
best birthday,22,19,0.09
air conditioning,22,19,0.09
helicopter get,22,22,0.1
around peaks,22,21,0.09
hawaiian vacation,22,22,0.1
canyon colorado,22,22,0.1
less half,22,21,0.09
experience always,22,22,0.1
terrific flight,22,21,0.09
taxi great,22,22,0.1
views miami,22,22,0.1
views napali,22,21,0.09
incredible scenery,22,21,0.09
back grand,22,21,0.09
go pro,22,22,0.1
could even,22,22,0.1
tour better,22,22,0.1
weight balance,22,20,0.09
weather iffy,22,22,0.1
see take,22,22,0.1
taught us,22,22,0.1
cannot get,22,22,0.1
dam lake,22,22,0.1
gave excellent,22,22,0.1
pilot knows,22,22,0.1
den rundflug,22,20,0.09
weather views,22,22,0.1
one two,22,22,0.1
canyon absolutely,22,22,0.1
see would,22,22,0.1
tour en,22,18,0.08
low cloud,22,22,0.1
extremely safe,22,22,0.1
highlights vacation,22,22,0.1
chose air,22,22,0.1
fun amazing,22,22,0.1
fun beautiful,22,20,0.09
denali breathtaking,22,22,0.1
take lots,22,22,0.1
takeoffs landings,22,22,0.1
morning tour,22,22,0.1
mountain close,22,22,0.1
great pointing,22,22,0.1
great professional,22,22,0.1
mahalo bruce,22,22,0.1
viewing denali,22,22,0.1
views also,22,22,0.1
views best,22,22,0.1
plane loved,22,22,0.1
views every,22,22,0.1
views excellent,22,22,0.1
area flying,22,22,0.1
outstanding flight,22,22,0.1
day day,22,22,0.1
fun exciting,22,21,0.09
fun fly,22,22,0.1
flight safety,22,22,0.1
pilot flying,22,22,0.1
flight provided,22,22,0.1
anniversary trip,22,21,0.09
awesome pictures,22,22,0.1
changing weather,22,20,0.09
experience words,22,22,0.1
plane window,22,22,0.1
good information,22,22,0.1
got take,22,22,0.1
und hat,22,21,0.09
definitely way,22,22,0.1
exceptional experience,22,22,0.1
bush plane,22,22,0.1
student pilot,22,20,0.09
stunning pilot,22,22,0.1
accessible car,22,22,0.1
pilot enjoyed,22,22,0.1
memorable experiences,22,22,0.1
us wanted,22,21,0.09
vacation alaska,22,22,0.1
safe plane,22,22,0.1
safe throughout,22,22,0.1
pleasant experience,22,22,0.1
enjoyed views,22,22,0.1
kauai saw,22,22,0.1
every effort,22,22,0.1
stan pilot,22,21,0.09
sf bay,22,21,0.09
sightseeing tour,22,20,0.09
free shuttle,22,22,0.1
definitely lifetime,22,22,0.1
booking easy,22,22,0.1
day made,22,22,0.1
en avioneta,22,15,0.07
everything us,22,22,0.1
landing base,22,22,0.1
flying low,22,21,0.09
flew denali,22,22,0.1
check bucket,22,21,0.09
pretty amazing,22,22,0.1
simply awesome,22,21,0.09
knowledgable friendly,22,22,0.1
booking trip,22,22,0.1
bose noise,22,22,0.1
spectacular tour,22,22,0.1
greeted friendly,22,22,0.1
half day,22,21,0.09
small seater,22,22,0.1
flying back,22,21,0.09
25 minutes,22,22,0.1
since weather,22,22,0.1
knowledgeable entertaining,22,22,0.1
either side,22,22,0.1
el tour,22,17,0.08
really got,22,22,0.1
breathtaking view,22,22,0.1
tour price,22,22,0.1
explained seeing,22,22,0.1
made right,22,22,0.1
flight way,22,22,0.1
smooth could,21,21,0.09
day wonderful,21,21,0.09
photos pilot,21,21,0.09
perfect landing,21,21,0.09
phoenix grand,21,21,0.09
personalized experience,21,20,0.09
fly talkeetna,21,21,0.09
day time,21,20,0.09
photos took,21,21,0.09
guide excellent,21,21,0.09
10 days,21,21,0.09
pointing different,21,21,0.09
good trip,21,21,0.09
also informative,21,21,0.09
tour operators,21,21,0.09
tour offered,21,21,0.09
holland america,21,21,0.09
du vol,21,19,0.09
got co,21,21,0.09
made possible,21,21,0.09
check weather,21,19,0.09
make back,21,21,0.09
avec un,21,21,0.09
flew talkeetna,21,21,0.09
must great,21,21,0.09
must flight,21,21,0.09
hours flying,21,20,0.09
magnificent views,21,20,0.09
pontoon boat,21,15,0.07
company would,21,21,0.09
also amazing,21,21,0.09
drive anchorage,21,20,0.09
cessna plane,21,21,0.09
safe professional,21,21,0.09
awesome day,21,21,0.09
tour group,21,20,0.09
much would,21,21,0.09
company fly,21,21,0.09
amazing able,21,21,0.09
five islands,21,21,0.09
got view,21,21,0.09
view would,21,21,0.09
enough take,21,21,0.09
safe would,21,21,0.09
awesome photos,21,21,0.09
husband sat,21,21,0.09
made everything,21,21,0.09
near cruise,21,21,0.09
natural wonder,21,21,0.09
viewing platform,21,20,0.09
right home,21,21,0.09
highlight holiday,21,20,0.09
aviation great,21,21,0.09
highly professional,21,20,0.09
fabulous time,21,21,0.09
sat back,21,21,0.09
nervous first,21,20,0.09
cell phone,21,20,0.09
tour disappointed,21,21,0.09
incredible highly,21,21,0.09
plane way,21,21,0.09
could find,21,21,0.09
go around,21,21,0.09
different way,21,21,0.09
loved everything,21,21,0.09
experience super,21,21,0.09
took seaplane,21,21,0.09
information history,21,21,0.09
canyonlands national,21,18,0.08
tour airplane,21,21,0.09
inclement weather,21,21,0.09
dvd trip,21,21,0.09
professional accommodating,21,21,0.09
amazing even,21,21,0.09
alaska k2,21,21,0.09
alaska great,21,21,0.09
experience small,21,21,0.09
scenery absolutely,21,21,0.09
flight arrived,21,21,0.09
views pictures,21,21,0.09
much beautiful,21,21,0.09
ask pilot,21,20,0.09
tours ever,21,21,0.09
views waterfalls,21,20,0.09
views views,21,15,0.07
lot things,21,21,0.09
eric friendly,21,21,0.09
scenery awesome,21,21,0.09
informative funny,21,21,0.09
experience something,21,21,0.09
plane beautiful,21,20,0.09
looking something,21,21,0.09
inlet lodge,21,21,0.09
scenery kauai,21,21,0.09
flight canceled,21,20,0.09
views world,21,21,0.09
pilot wealth,21,21,0.09
notch service,21,20,0.09
glacier walk,21,20,0.09
told could,21,20,0.09
great fly,21,20,0.09
en un,21,19,0.09
us grand,21,21,0.09
nothing compares,21,21,0.09
time make,21,21,0.09
island eric,21,21,0.09
seat front,21,21,0.09
crew friendly,21,21,0.09
experience lucky,21,21,0.09
time fly,21,21,0.09
time eric,21,21,0.09
time canyon,21,20,0.09
flight friendly,21,20,0.09
throughout entire,21,21,0.09
island maui,21,21,0.09
warned us,21,21,0.09
war super,21,21,0.09
us go,21,21,0.09
around mckinley,21,19,0.09
commentary informative,21,21,0.09
us entire,21,21,0.09
covered mountains,21,21,0.09
list things,21,21,0.09
second row,21,18,0.08
think twice,21,21,0.09
experience far,21,21,0.09
get way,21,21,0.09
get view,21,21,0.09
see best,21,20,0.09
flight including,21,21,0.09
flight included,21,21,0.09
flight happy,21,21,0.09
flight going,21,21,0.09
way denali,21,21,0.09
reschedule flight,21,21,0.09
mountain landing,21,21,0.09
mountain lake,21,21,0.09
thanks making,21,21,0.09
see experience,21,21,0.09
ways see,21,21,0.09
one get,21,19,0.09
beginning trip,21,20,0.09
air one,21,20,0.09
amazing saw,21,21,0.09
area took,21,21,0.09
trip made,21,21,0.09
trip incredible,21,21,0.09
trip helicopter,21,21,0.09
around great,21,21,0.09
one many,21,21,0.09
flight left,21,21,0.09
flight maui,21,19,0.09
je recommande,21,21,0.09
canyon fantastic,21,21,0.09
lifetime views,21,21,0.09
experience better,21,21,0.09
experience bucket,21,21,0.09
open window,21,19,0.09
denali due,21,21,0.09
pilot loved,21,21,0.09
pilot lots,21,21,0.09
pilot lot,21,21,0.09
taking glacier,21,21,0.09
around bay,21,21,0.09
mountain flying,21,21,0.09
upon landing,21,21,0.09
bit expensive,21,20,0.09
kauai glad,21,21,0.09
service amazing,21,21,0.09
larger plane,21,20,0.09
kauai flew,21,21,0.09
flight offered,21,21,0.09
went wings,21,21,0.09
went quickly,21,21,0.09
original flight,21,21,0.09
day air,21,21,0.09
actually got,21,21,0.09
full knowledge,21,21,0.09
big windows,21,20,0.09
quick easy,21,21,0.09
questions even,21,21,0.09
questions answered,21,21,0.09
mckinley tour,21,20,0.09
unlike anything,21,21,0.09
friendly highly,21,21,0.09
outstanding views,21,21,0.09
service staff,21,21,0.09
service highly,21,21,0.09
landing wonderful,21,21,0.09
excursion ever,21,20,0.09
kauai last,21,21,0.09
day go,21,21,0.09
paid extra,21,21,0.09
wife birthday,21,20,0.09
whole thing,21,20,0.09
flight remember,21,21,0.09
far favorite,21,21,0.09
fantasy island,21,20,0.09
family went,21,21,0.09
friendly even,21,21,0.09
kauai spectacular,21,21,0.09
kauai small,21,21,0.09
kauai since,21,21,0.09
side denali,21,21,0.09
bus trip,21,19,0.09
shore excursion,21,18,0.08
shared us,21,21,0.09
side note,21,21,0.09
pilot competent,21,21,0.09
decision made,21,21,0.09
landing back,21,21,0.09
staff accommodating,21,21,0.09
wonderful service,21,21,0.09
mountain climbers,21,21,0.09
clouds rain,21,21,0.09
recommend family,21,21,0.09
guide fantastic,21,21,0.09
really liked,21,21,0.09
40 minute,21,21,0.09
kind knowledgeable,21,21,0.09
kids ages,21,21,0.09
everything flight,21,21,0.09
knew wanted,21,20,0.09
everyone dealt,21,21,0.09
20 min,21,20,0.09
knowledgeable answered,21,21,0.09
day take,21,21,0.09
everyone talkeetna,21,20,0.09
breathtaking tour,21,21,0.09
knowledge pilot,21,21,0.09
something would,21,21,0.09
spectacular great,21,21,0.09
el viaje,21,19,0.09
el aire,21,17,0.08
knowledgeable views,21,21,0.09
perfect time,21,21,0.09
fly one,21,21,0.09
years come,21,21,0.09
smooth scenery,20,20,0.09
perfect views,20,20,0.09
flying day,20,20,0.09
small cessna,20,19,0.09
breathtaking landing,20,20,0.09
everyone k2,20,18,0.08
sky pilot,20,20,0.09
turn plane,20,20,0.09
très sympathique,20,20,0.09
guide amazing,20,20,0.09
truly see,20,20,0.09
ya que,20,18,0.08
everyone comfortable,20,20,0.09
something everyone,20,20,0.09
spectacular highly,20,20,0.09
pilot accommodating,20,20,0.09
pictures plane,20,20,0.09
knowledgeable felt,20,20,0.09
knowledgeable canyon,20,19,0.09
bruce extremely,20,20,0.09
group four,20,20,0.09
half helicopter,20,20,0.09
really well,20,20,0.09
really need,20,20,0.09
ground air,20,20,0.09
fantastic would,20,20,0.09
world class,20,17,0.08
everyone flight,20,20,0.09
born raised,20,20,0.09
spectacular sights,20,20,0.09
know would,20,20,0.09
wonders world,20,19,0.09
passenger window,20,20,0.09
every step,20,20,0.09
staff also,20,20,0.09
st helens,20,20,0.09
staff nice,20,20,0.09
able experience,20,20,0.09
65 minute,20,20,0.09
recommend helicopter,20,20,0.09
trip two,20,20,0.09
favorite activity,20,20,0.09
two kids,20,20,0.09
two couples,20,18,0.08
staff member,20,19,0.09
booked us,20,20,0.09
side mountain,20,20,0.09
forgot name,20,20,0.09
freundlich und,20,19,0.09
start trip,20,20,0.09
shuttle service,20,19,0.09
recommend one,20,20,0.09
mit der,20,20,0.09
coast pilot,20,20,0.09
really beautiful,20,20,0.09
comfortable entire,20,20,0.09
und der,20,18,0.08
two young,20,20,0.09
kauai reading,20,20,0.09
still got,20,20,0.09
pilot ever,20,20,0.09
absolutely gorgeous,20,20,0.09
wife loved,20,20,0.09
friendly easy,20,20,0.09
definitely something,20,20,0.09
shared lots,20,20,0.09
shared knowledge,20,20,0.09
booked 45,20,20,0.09
whole ride,20,18,0.08
owner bruce,20,20,0.09
mckinley landing,20,20,0.09
trip seawind,20,19,0.09
great super,20,20,0.09
service wonderful,20,20,0.09
super pilot,20,20,0.09
definitely tour,20,20,0.09
flight recommend,20,20,0.09
whales breaching,20,20,0.09
friendly views,20,20,0.09
overall would,20,20,0.09
service friendly,20,20,0.09
landing walking,20,20,0.09
add glacier,20,20,0.09
pilot interesting,20,20,0.09
recommended tour,20,18,0.08
cliffs molokai,20,20,0.09
us canyon,20,20,0.09
us breathtaking,20,20,0.09
us ask,20,20,0.09
